audio_id,filename,class_label,source,source_url,licence,author,date_fetched,duration_sec,sampling_rate,channels,recording_environment,recording_device,approximate_distance,original_or_augmented,parent_audio_id,segment_start_sec,segment_end_sec,sha256,dataset_split,freesound_id,fsd50k_split,fsd50k_labels,licence_url,environment_basis,fetch_batch
SS-BGN-0115,originals/background_noise/SS-BGN-0115.wav,Background Noise,FSD50K (Freesound clip 135676),https://freesound.org/s/135676/,CC0-1.0,univ_lyon3,2026-09-23,3.044,44100,1,outdoor,unspecified,n/a,original,,,,65ed8931530e23e6bab36afd28b80855fb41d922542ad731164a0355a2318b4a,train,135676,dev,"Crackle,Fire",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-BGN-0116,originals/background_noise/SS-BGN-0116.wav,Background Noise,FSD50K (Freesound clip 34930),https://freesound.org/s/34930/,CC0-1.0,vibe_crc,2026-09-23,27.899,44100,1,outdoor,unspecified,n/a,original,,,,bb922451aa245d5a117349e83beb7c93ab74e9a69dcf17e57fa0bdd0f11c8658,train,34930,dev,"Thunder,Rain,Water,Thunderstorm",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-BGN-0117,originals/background_noise/SS-BGN-0117.wav,Background Noise,FSD50K (Freesound clip 109291),https://freesound.org/s/109291/,CC-BY-3.0,vinjatovix,2026-09-23,11.823,44100,1,outdoor,unspecified,n/a,original,,,,0d891ab0e6239cb263a80f4a4965c263fd9b71c780456301fa17c9ad8b2816b8,val,109291,dev,Wind,http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-BGN-0118,originals/background_noise/SS-BGN-0118.wav,Background Noise,FSD50K (Freesound clip 319132),https://freesound.org/s/319132/,CC-BY-3.0,voho,2026-09-23,4.542,44100,1,outdoor,unspecified,n/a,original,,,,67938ca2a2f9d2eceabfd3c3d549b3e2007db3e6318d2790172a2cc527a4e620,train,319132,dev,"Bathtub_(filling_or_washing),Water,Splash_and_splatter,Liquid,Domestic_sounds_and_home_sounds",http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-BGN-0119,originals/background_noise/SS-BGN-0119.wav,Background Noise,FSD50K (Freesound clip 38388),https://freesound.org/s/38388/,CC-BY-3.0,volivieri,2026-09-23,26.718,44100,1,outdoor,unspecified,n/a,original,,,,e6a883ced19aa94d37d8def9c7798ebf4c285b608132a3e30e8b0bd19275b8bf,train,38388,dev,"Stream,Water",http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-BGN-0120,originals/background_noise/SS-BGN-0120.wav,Background Noise,FSD50K (Freesound clip 127119),https://freesound.org/s/127119/,CC-BY-3.0,westernsynthetics,2026-09-23,1.534,44100,1,outdoor,unspecified,n/a,original,,,,c9c79649b3367efcfa894ff020bd55e02a0f09bbfda4cc3c3526ac833cab09ab,train,127119,eval,"Thunder,Wind,Rain,Water,Thunderstorm",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-GLA-0001,originals/glass_breaking/SS-GLA-0001.wav,Glass Breaking,FSD50K (Freesound clip 379010),https://freesound.org/s/379010/,CC0-1.0,13FPanska_Cerny_Jan,2026-09-23,13.294,44100,1,unspecified,unspecified,n/a,original,,,,82d881dc50dcb2fd23779fc854d2801146839644a75e5d463e4ddfdf824cac95,test,379010,dev,Crack,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0002,originals/glass_breaking/SS-GLA-0002.wav,Glass Breaking,FSD50K (Freesound clip 379184),https://freesound.org/s/379184/,CC0-1.0,13FPanska_Rajmont_Jan,2026-09-23,18.27,44100,1,unspecified,unspecified,n/a,original,,,,5733502bc7b65b7e3ab25eb396aa8eed7b654cd9ea932be1ba86c5d3d819b641,val,379184,dev,"Cutlery_and_silverware,Dishes_and_pots_and_pans,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0003,originals/glass_breaking/SS-GLA-0003.wav,Glass Breaking,FSD50K (Freesound clip 378321),https://freesound.org/s/378321/,CC0-1.0,13F_Panska_Tlolkova_Matilda,2026-09-23,5.941,44100,1,unspecified,unspecified,n/a,original,,,,2f6db776ed7fb79063b52d393500544af3f6a6c379bc1b7292d7e6e9a731ed0c,train,378321,dev,"Shatter,Chink_and_clink,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0004,originals/glass_breaking/SS-GLA-0004.wav,Glass Breaking,FSD50K (Freesound clip 377987),https://freesound.org/s/377987/,CC0-1.0,13GPanska_Gorbusinova_Anna,2026-09-23,5.863,44100,1,unspecified,unspecified,n/a,original,,,,9ba866f6e2be765f95e2ade1d3d6dde8b891b1a4b56980a7e3672ba514957272,train,377987,dev,Glass,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0005,originals/glass_breaking/SS-GLA-0005.wav,Glass Breaking,FSD50K (Freesound clip 378285),https://freesound.org/s/378285/,CC0-1.0,13GPanska_Langerova_Lucie,2026-09-23,4.12,44100,1,unspecified,unspecified,n/a,original,,,,740b5356c1c435f987cc072c7751d54b832155a2e686a3da4b73990a90f30aa3,train,378285,dev,"Shatter,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0006,originals/glass_breaking/SS-GLA-0006.wav,Glass Breaking,FSD50K (Freesound clip 379130),https://freesound.org/s/379130/,CC0-1.0,13GPanska_Novakova_Klara,2026-09-23,3.085,44100,1,unspecified,unspecified,n/a,original,,,,754db1e228cc589d8d29fe084dbfb7d68b0f5ed0d42dab8ea48b85552418ee60,train,379130,dev,Glass,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0007,originals/glass_breaking/SS-GLA-0007.wav,Glass Breaking,FSD50K (Freesound clip 353937),https://freesound.org/s/353937/,CC-BY-3.0,AcousticMemory,2026-09-23,4.848,44100,1,studio,unspecified,n/a,original,,,,1e31d9c4d756cb0542317c90796e221fe7e374dc16cb9d008b903e9a2e118b17,train,353937,dev,Crushing,http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-GLA-0008,originals/glass_breaking/SS-GLA-0008.wav,Glass Breaking,FSD50K (Freesound clip 144890),https://freesound.org/s/144890/,CC0-1.0,Adam_N,2026-09-23,4.055,44100,1,outdoor,unspecified,n/a,original,,,,c54c4863193487338b7d52e531634ca3541b2775a02420e037d5281c81bcec32,test,144890,dev,Crack,http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-GLA-0009,originals/glass_breaking/SS-GLA-0009.wav,Glass Breaking,FSD50K (Freesound clip 233605),https://freesound.org/s/233605/,CC0-1.0,Agaxly,2026-09-23,1.0,44100,1,unspecified,unspecified,n/a,original,,,,373b88abf56f0a21069d2b0a1f7ce74c2f3c437796f9d90bb245ed8a896995d9,train,233605,dev,"Shatter,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0010,originals/glass_breaking/SS-GLA-0010.wav,Glass Breaking,FSD50K (Freesound clip 250691),https://freesound.org/s/250691/,CC-BY-3.0,Aiwha,2026-09-23,7.213,44100,1,unspecified,unspecified,n/a,original,,,,abef03a312809fcf9af43a16f24d9780ce63166ae51b734d5254129de5df0208,val,250691,dev,"Chink_and_clink,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0011,originals/glass_breaking/SS-GLA-0011.wav,Glass Breaking,FSD50K (Freesound clip 132410),https://freesound.org/s/132410/,CC-BY-3.0,AlienXXX,2026-09-23,5.467,44100,1,outdoor,unspecified,n/a,original,,,,ffda2a9402fcc4dee877a0bba95fcc8a0723508ef8b39d95bdf6a7cc73889025,train,132410,dev,Crack,http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-GLA-0012,originals/glass_breaking/SS-GLA-0012.wav,Glass Breaking,FSD50K (Freesound clip 331913),https://freesound.org/s/331913/,CC0-1.0,Andre_Desartistes,2026-09-23,1.033,44100,1,unspecified,unspecified,n/a,original,,,,edaf2320dbb4412d6d222b4d8071f5dd9e35d26c77fff103a6746136fea287ee,train,331913,dev,Glass,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0013,originals/glass_breaking/SS-GLA-0013.wav,Glass Breaking,FSD50K (Freesound clip 336615),https://freesound.org/s/336615/,CC0-1.0,Anthousai,2026-09-23,0.801,44100,1,unspecified,unspecified,n/a,original,,,,38e4f97e881295884092795d42769c45fe5f55b40d725cb0aa5cc99411a62336,train,336615,dev,Crushing,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0014,originals/glass_breaking/SS-GLA-0014.wav,Glass Breaking,FSD50K (Freesound clip 174863),https://freesound.org/s/174863/,CC-BY-3.0,AshFox,2026-09-23,6.607,44100,1,unspecified,unspecified,n/a,original,,,,47c3454e1578e9707fec967dad738ccee4e6cd4f0aaca8cc9cd9444e201c91a0,train,174863,dev,"Chink_and_clink,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0015,originals/glass_breaking/SS-GLA-0015.wav,Glass Breaking,FSD50K (Freesound clip 422623),https://freesound.org/s/422623/,CC0-1.0,Aurelon,2026-09-23,3.483,44100,1,unspecified,unspecified,n/a,original,,,,d30507eeb14331798c5a4b192cde3cce025109539814aa9dbeeadf1e3292d15d,val,422623,eval,"Crushing,Wood",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0016,originals/glass_breaking/SS-GLA-0016.wav,Glass Breaking,FSD50K (Freesound clip 354095),https://freesound.org/s/354095/,CC0-1.0,Bini_trns,2026-09-23,1.164,44100,1,unspecified,unspecified,n/a,original,,,,514e001c36ca1a89dcf5bd27d0c229c7fa895c2be243320c713096ec41581976,test,354095,dev,Crack,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0017,originals/glass_breaking/SS-GLA-0017.wav,Glass Breaking,FSD50K (Freesound clip 145558),https://freesound.org/s/145558/,CC-BY-3.0,Black Snow,2026-09-23,1.637,44100,1,unspecified,unspecified,n/a,original,,,,341a6dbf50df115191c81e3170bb94ce7a5eff855904a68c4e32b835d7d70742,train,145558,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0018,originals/glass_breaking/SS-GLA-0018.wav,Glass Breaking,FSD50K (Freesound clip 343756),https://freesound.org/s/343756/,CC0-1.0,Brokenphono,2026-09-23,17.467,44100,1,unspecified,unspecified,n/a,original,,,,9ff3fa9d1bbcb8f90fe196e70c5baa68ebfb589ec6109476f0339e6c56a52ce0,train,343756,eval,"Shatter,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0019,originals/glass_breaking/SS-GLA-0019.wav,Glass Breaking,FSD50K (Freesound clip 89588),https://freesound.org/s/89588/,CC-BY-3.0,CGEffex,2026-09-23,18.808,44100,1,unspecified,unspecified,n/a,original,,,,320ecf3fb91752889269b26ed00dc550b61929e6c874bd7593f170ed8a69b85f,train,89588,dev,"Chink_and_clink,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0020,originals/glass_breaking/SS-GLA-0020.wav,Glass Breaking,FSD50K (Freesound clip 203368),https://freesound.org/s/203368/,CC0-1.0,C_Rogers,2026-09-23,0.829,44100,1,unspecified,unspecified,n/a,original,,,,99cc9bd81970e0ea6417cd45c5c4f38c0a1371d7cdbc8b509fb2906ef9896ca6,val,203368,dev,"Shatter,Crushing,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0021,originals/glass_breaking/SS-GLA-0021.wav,Glass Breaking,FSD50K (Freesound clip 429494),https://freesound.org/s/429494/,CC0-1.0,Cabelin_Brabo,2026-09-23,5.709,44100,1,studio,unspecified,n/a,original,,,,8542c9c4f8b649979f7f1ef291843f3b2915ab20d9e638602f039b77db3a2f24,train,429494,eval,"Cutlery_and_silverware,Tap,Dishes_and_pots_and_pans,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-GLA-0022,originals/glass_breaking/SS-GLA-0022.wav,Glass Breaking,FSD50K (Freesound clip 161309),https://freesound.org/s/161309/,CC-BY-3.0,Chela Sivesta,2026-09-23,1.92,44100,1,indoor,unspecified,n/a,original,,,,8831c8472702a43f82b199b2247286e44560977b377878b16be07cb77f6e6912,train,161309,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-GLA-0023,originals/glass_breaking/SS-GLA-0023.wav,Glass Breaking,FSD50K (Freesound clip 383978),https://freesound.org/s/383978/,CC-BY-3.0,ChrisReierson,2026-09-23,0.771,44100,1,studio,unspecified,n/a,original,,,,bbe78d6c794875453b214cae43e6ca5b1d7ecb96df125f23bd2755fc1f5e5b6f,test,383978,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-GLA-0024,originals/glass_breaking/SS-GLA-0024.wav,Glass Breaking,FSD50K (Freesound clip 28658),https://freesound.org/s/28658/,CC-BY-3.0,Corsica_S,2026-09-23,14.681,44100,1,outdoor,unspecified,n/a,original,,,,480250e4e05f7ace5077bdb946ab16dc9c3b811dc7680a570a199a31d8784c9a,train,28658,dev,Crack,http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-GLA-0025,originals/glass_breaking/SS-GLA-0025.wav,Glass Breaking,FSD50K (Freesound clip 160759),https://freesound.org/s/160759/,CC-BY-3.0,CosmicEmbers,2026-09-23,2.414,44100,1,unspecified,unspecified,n/a,original,,,,edc7a556e2fe74265391de45dd6053733dc668cb1ee2aa2dcbee59a6a67558bf,train,160759,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0026,originals/glass_breaking/SS-GLA-0026.wav,Glass Breaking,FSD50K (Freesound clip 204115),https://freesound.org/s/204115/,CC-BY-3.0,Craxic,2026-09-23,1.358,44100,1,outdoor,unspecified,n/a,original,,,,830be8b86aa19421a3817864f5f934f5835f11e10a74ca74bb0410b7a168607a,val,204115,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-GLA-0027,originals/glass_breaking/SS-GLA-0027.wav,Glass Breaking,FSD50K (Freesound clip 330800),https://freesound.org/s/330800/,CC-BY-3.0,Czarcazas,2026-09-23,1.152,44100,1,outdoor,unspecified,n/a,original,,,,7484a169024f2578cdf67c9fbb00af2046d3e002e9e04acf071956d9f9bf320b,train,330800,eval,"Shatter,Chink_and_clink,Glass",http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-GLA-0028,originals/glass_breaking/SS-GLA-0028.wav,Glass Breaking,FSD50K (Freesound clip 76812),https://freesound.org/s/76812/,CC-BY-3.0,DJ Burnham,2026-09-23,6.818,44100,1,unspecified,unspecified,n/a,original,,,,cd968c8157e9bd19c71e21219e1e34fde03e218a2d3d78e8b8b22b082acc7ebd,train,76812,dev,"Chink_and_clink,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0029,originals/glass_breaking/SS-GLA-0029.wav,Glass Breaking,FSD50K (Freesound clip 7720),https://freesound.org/s/7720/,Sampling+-1.0,DalomarGrimm,2026-09-23,1.149,44100,1,outdoor,unspecified,n/a,original,,,,f38d58b33c79bb79473cf0fa686a7cbd7541e8cfbecdf065cfdee5b4704e80f8,test,7720,dev,Crushing,http://creativecommons.org/licenses/sampling+/1.0/,inferred_from_tags,fsd50k_real_v1
SS-GLA-0030,originals/glass_breaking/SS-GLA-0030.wav,Glass Breaking,FSD50K (Freesound clip 134842),https://freesound.org/s/134842/,CC0-1.0,Dlenti1,2026-09-23,10.797,44100,1,unspecified,unspecified,n/a,original,,,,c646cb0167b2b6f180474ca306bba5365aaafa915a9716c52580e01826c8845b,test,134842,eval,"Crack,Hands",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0031,originals/glass_breaking/SS-GLA-0031.wav,Glass Breaking,FSD50K (Freesound clip 105385),https://freesound.org/s/105385/,CC-BY-3.0,DrZoom,2026-09-23,4.08,44100,1,unspecified,unspecified,n/a,original,,,,b56c5615a253816c7a05f3d592f001986e32561a16f104edcc427b2e6dd5402b,train,105385,eval,"Dishes_and_pots_and_pans,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0032,originals/glass_breaking/SS-GLA-0032.wav,Glass Breaking,FSD50K (Freesound clip 114193),https://freesound.org/s/114193/,CC-BY-3.0,EdgardEdition,2026-09-23,0.362,44100,1,unspecified,unspecified,n/a,original,,,,687581e01e64cff2aeed9dba6986d8931b0a4b48204fc6ae0a0c184f44176ea5,train,114193,dev,Glass,http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0033,originals/glass_breaking/SS-GLA-0033.wav,Glass Breaking,FSD50K (Freesound clip 205556),https://freesound.org/s/205556/,CC-BY-3.0,EverHeat,2026-09-23,0.807,44100,1,unspecified,unspecified,n/a,original,,,,a2267bd79bba9af723d6a2447578e1c6f90faecd0c5d6aa19438ba2dd4a47252,train,205556,dev,"Crushing,Wood",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0034,originals/glass_breaking/SS-GLA-0034.wav,Glass Breaking,FSD50K (Freesound clip 31373),https://freesound.org/s/31373/,CC-BY-3.0,FreqMan,2026-09-23,8.545,44100,1,unspecified,unspecified,n/a,original,,,,586ba79c50e683c76d8c1b7b4991fd4699cfd58d52667e50f2c5398d254142dc,test,31373,dev,"Chink_and_clink,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0035,originals/glass_breaking/SS-GLA-0035.wav,Glass Breaking,FSD50K (Freesound clip 416285),https://freesound.org/s/416285/,CC0-1.0,Fugeni,2026-09-23,4.217,44100,1,unspecified,unspecified,n/a,original,,,,c16998304f59cc72feb0c9108640145e4f7237daa668c4ef04cab41fabf5291f,train,416285,dev,"Chink_and_clink,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0036,originals/glass_breaking/SS-GLA-0036.wav,Glass Breaking,FSD50K (Freesound clip 339080),https://freesound.org/s/339080/,CC0-1.0,FullMetalJedi,2026-09-23,2.475,44100,1,unspecified,unspecified,n/a,original,,,,fbdaab03a15f551d2784556ae1d9cce4303f2aeced951ffd34cab3ee2ac23dbb,test,339080,eval,Glass,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0037,originals/glass_breaking/SS-GLA-0037.wav,Glass Breaking,FSD50K (Freesound clip 367770),https://freesound.org/s/367770/,CC-BY-3.0,FunWithSound,2026-09-23,25.84,44100,1,unspecified,unspecified,n/a,original,,,,b81179a036ed5869693ae239de0931ee207f5c3e151f407caa24921a5e407c97,train,367770,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0038,originals/glass_breaking/SS-GLA-0038.wav,Glass Breaking,FSD50K (Freesound clip 322404),https://freesound.org/s/322404/,CC0-1.0,Glitchedtones,2026-09-23,0.418,44100,1,indoor,unspecified,n/a,original,,,,8213e34941d1deed36a3b7d889dd35c9957028be79a3ee0d91e3945321dfb595,train,322404,dev,"Dishes_and_pots_and_pans,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass",http://creativecommons.org/publicdomain/zero/1.0/,inferred_from_tags,fsd50k_real_v1
SS-GLA-0039,originals/glass_breaking/SS-GLA-0039.wav,Glass Breaking,FSD50K (Freesound clip 21914),https://freesound.org/s/21914/,CC-BY-3.0,Halleck,2026-09-23,0.5,44100,1,unspecified,unspecified,n/a,original,,,,4b69d2b10fad8c299a0dc14a09a26ff621c5dac7b843b7c418bcca82df8c1ea9,train,21914,dev,Crushing,http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0040,originals/glass_breaking/SS-GLA-0040.wav,Glass Breaking,FSD50K (Freesound clip 47012),https://freesound.org/s/47012/,Sampling+-1.0,Hydrophobiciguana,2026-09-23,20.594,44100,1,unspecified,unspecified,n/a,original,,,,22704f44ee0762c3fb81b76ada9963a54805457f41e3bbd0f5576b25ad3e9da2,train,47012,dev,"Shatter,Glass",http://creativecommons.org/licenses/sampling+/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0041,originals/glass_breaking/SS-GLA-0041.wav,Glass Breaking,FSD50K (Freesound clip 344265),https://freesound.org/s/344265/,CC-BY-3.0,InspectorJ,2026-09-23,1.753,44100,1,unspecified,unspecified,n/a,original,,,,679137f8e19a0420073f30c1da8740914e4e6ea5b423df8a925c6d621d6e94cb,val,344265,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0042,originals/glass_breaking/SS-GLA-0042.wav,Glass Breaking,FSD50K (Freesound clip 219042),https://freesound.org/s/219042/,CC0-1.0,JarredGibb,2026-09-23,4.146,44100,1,unspecified,unspecified,n/a,original,,,,903bf1e6c8c2e2ca4aa7453df6a3fd95f6a8b32e073189b3e89aa13791e0764a,train,219042,dev,Crushing,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0043,originals/glass_breaking/SS-GLA-0043.wav,Glass Breaking,FSD50K (Freesound clip 368324),https://freesound.org/s/368324/,CC-BY-3.0,JohanDeecke,2026-09-23,0.589,44100,1,studio,unspecified,n/a,original,,,,656f75a26bdedf3aec82d30b826e4dfacd969eb5eabec6ee9896d157bf551cac,train,368324,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-GLA-0044,originals/glass_breaking/SS-GLA-0044.wav,Glass Breaking,FSD50K (Freesound clip 70108),https://freesound.org/s/70108/,CC-BY-3.0,JustinBW,2026-09-23,1.774,44100,1,outdoor,unspecified,n/a,original,,,,078e87c78aacf9e21d3233f0889abea6eb4d0f5613df05b5017749629eab89cb,train,70108,dev,Crack,http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-GLA-0045,originals/glass_breaking/SS-GLA-0045.wav,Glass Breaking,FSD50K (Freesound clip 140613),https://freesound.org/s/140613/,CC-BY-3.0,Kyster,2026-09-23,0.489,44100,1,unspecified,unspecified,n/a,original,,,,1af3fbb818ead442b1f64fccbdcbd11d5293261c3d40255d06ed77c2f8694160,train,140613,dev,Glass,http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0046,originals/glass_breaking/SS-GLA-0046.wav,Glass Breaking,FSD50K (Freesound clip 152753),https://freesound.org/s/152753/,CC-BY-3.0,L15452,2026-09-23,3.529,44100,1,unspecified,unspecified,n/a,original,,,,cc27ef8f7b2fdebefa3579e13fac192b2c97696f5b8871303e7960fd2fc19026,train,152753,dev,"Glass,Bell",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0047,originals/glass_breaking/SS-GLA-0047.wav,Glass Breaking,FSD50K (Freesound clip 403578),https://freesound.org/s/403578/,CC0-1.0,LamaMakesMusic,2026-09-23,9.5,44100,1,unspecified,unspecified,n/a,original,,,,d89493449074aae02d020affbf3c757ee85b4496fbf7fdda6e37960b6b255f09,val,403578,eval,"Tap,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0048,originals/glass_breaking/SS-GLA-0048.wav,Glass Breaking,FSD50K (Freesound clip 259671),https://freesound.org/s/259671/,CC0-1.0,LampEight,2026-09-23,19.368,44100,1,unspecified,unspecified,n/a,original,,,,99bfb2fb418f9e37f25888dc86b2ab5442fedc134cd41ce291efa51e408825b2,train,259671,dev,"Chink_and_clink,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0049,originals/glass_breaking/SS-GLA-0049.wav,Glass Breaking,FSD50K (Freesound clip 85549),https://freesound.org/s/85549/,CC-BY-3.0,MAJ061785,2026-09-23,0.429,44100,1,unspecified,unspecified,n/a,original,,,,05139e4877bb07a7d15b20bf8fb528b2ac1afac57be27509ab0e8c0d90ad7207,train,85549,dev,"Chink_and_clink,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0050,originals/glass_breaking/SS-GLA-0050.wav,Glass Breaking,FSD50K (Freesound clip 118198),https://freesound.org/s/118198/,CC0-1.0,MegaPenguin13,2026-09-23,2.669,44100,1,unspecified,unspecified,n/a,original,,,,a7ef01c64dc5de8649fcd9be712e7549376221d08381ae4d0e7da2c810efc46b,test,118198,dev,"Shatter,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0051,originals/glass_breaking/SS-GLA-0051.wav,Glass Breaking,FSD50K (Freesound clip 188224),https://freesound.org/s/188224/,CC0-1.0,MikeRat,2026-09-23,6.25,44100,1,unspecified,unspecified,n/a,original,,,,e9e32bc382396f913a57b21e1051dafc7292f869722ef0c6b2d8e10156f54e95,test,188224,dev,"Chink_and_clink,Glass",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-GLA-0052,originals/glass_breaking/SS-GLA-0052.wav,Glass Breaking,FSD50K (Freesound clip 434437),https://freesound.org/s/434437/,CC-BY-3.0,MysteryPancake,2026-09-23,3.5,44100,1,indoor,unspecified,n/a,original,,,,8d552fc16e45afd2b0781f717d4563001a119986aab3d666732fb5ca0468d8aa,train,434437,dev,"Shatter,Crushing,Glass",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-GLA-0053,originals/glass_breaking/SS-GLA-0053.wav,Glass Breaking,FSD50K (Freesound clip 376462),https://freesound.org/s/376462/,CC0-1.0,Mystikuum,2026-09-23,6.628,44100,1,studio,unspecified,n/a,original,,,,5240d5ec48f9e81e8871668f8456ae6a3799ceffde34e1bc923af843c79fa72c,train,376462,eval,"Shatter,Chink_and_clink,Glass",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-GLA-0054,originals/glass_breaking/SS-GLA-0054.wav,Glass Breaking,FSD50K (Freesound clip 322602),https://freesound.org/s/322602/,CC-BY-3.0,Natty23,2026-09-23,1.464,44100,1,unspecified,unspecified,n/a,original,,,,1df16d652399f0d4b760bb6dea575fec1c218c6b18303fd71cadd0bcc1585777,train,322602,dev,"Shatter,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-GLA-0055,originals/glass_breaking/SS-GLA-0055.wav,Glass Breaking,FSD50K (Freesound clip 23299),https://freesound.org/s/23299/,CC-BY-3.0,Percy Duke,2026-09-23,13.427,44100,1,unspecified,unspecified,n/a,original,,,,38e6e783f80e1794a08e9a22ac50876e58766f886876f6e005777c0f3d1d81a5,train,23299,eval,"Cutlery_and_silverware,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
